accel_rms_mean,accel_rms_std,accel_delta,accel_roc,velocity_rms_z,peak_to_rms_ratio,motor_temp_delta,humidity_trend,load_pct,load_variance,multivariate_score
25.22,2.21,4.27,4.99,-0.603,2.35,8.0,-0.311,0.604,13.9,0.106
25.26,2.23,3.0,2.69,-0.677,1.41,7.3,0.48,0.682,23.6,0.308
23.81,9.99,-0.56,-1.22,-0.518,2.39,16.0,0.062,0.475,34.1,0.111
24.91,1.99,-1.79,-0.9,1.033,2.04,21.9,0.241,0.625,39.1,0.366
30.64,8.07,-0.54,2.94,-0.397,2.04,18.4,0.205,0.491,7.5,0.128
28.81,4.33,-6.84,-3.33,-1.331,1.23,21.4,0.302,0.677,24.3,0.076
27.45,6.79,-0.87,-0.06,-0.38,1.79,18.4,-0.219,0.062,6.4,0.268
24.29,3.71,-7.85,-1.77,-0.902,2.16,12.1,0.123,0.541,16.2,0.204
24.08,7.61,-1.99,-2.47,-0.065,2.19,24.9,-0.071,0.615,46.2,0.063
31.4,2.55,-6.51,2.98,-0.078,2.15,12.3,-0.251,0.633,16.3,0.202
28.62,9.44,5.02,1.72,-0.687,1.42,19.3,0.393,0.772,26.1,0.383
25.31,11.24,-9.67,1.87,0.23,1.25,7.0,-0.181,0.396,35.2,0.056
30.94,8.14,-2.5,-3.92,-0.018,2.02,7.6,0.311,0.257,49.0,0.234
32.25,3.06,0.65,0.9,-0.873,1.81,18.5,0.103,0.425,23.0,0.387
26.58,2.61,0.53,2.48,0.433,2.12,6.3,-0.101,0.582,35.5,0.194
31.24,10.84,-4.66,4.35,-0.902,2.29,17.5,0.024,0.653,48.2,0.383
25.86,8.63,-2.51,-0.95,0.867,1.48,11.1,0.322,0.135,45.9,0.193
24.16,12.4,-6.63,2.62,-0.573,1.92,18.1,-0.09,0.082,14.7,0.066
25.33,3.15,-3.2,-1.63,-1.318,1.73,22.7,-0.128,0.24,27.6,0.365
31.5,6.5,0.35,2.23,0.166,1.34,20.7,0.266,0.784,21.7,0.375
30.37,11.74,-8.86,3.36,1.187,2.13,13.6,0.459,0.672,28.6,0.347
29.49,12.38,-2.96,0.31,-0.436,2.38,24.7,0.499,0.506,48.2,0.311
30.37,11.86,-6.88,3.6,-0.166,1.86,7.9,-0.456,0.714,22.7,0.147
28.15,8.14,-1.39,4.03,-1.204,1.33,10.1,0.101,0.772,46.2,0.203
32.49,2.77,-2.92,0.41,-0.311,1.49,9.5,0.208,0.399,44.4,0.133
29.88,9.35,8.47,2.07,-0.084,2.24,18.5,0.069,0.262,17.9,0.104
22.88,6.78,0.2,4.77,0.497,2.24,15.2,0.087,0.176,42.3,0.335
30.78,12.33,-7.38,2.41,-1.215,1.67,12.6,-0.354,0.756,49.0,0.145
28.93,2.84,1.76,-0.87,1.318,2.4,19.5,-0.261,0.202,21.1,0.159
24.65,13.6,2.75,3.2,1.391,2.42,23.7,-0.282,0.407,17.8,0.163
32.1,7.25,4.22,3.52,-0.903,1.59,17.0,0.334,0.613,32.9,0.362
30.12,9.08,-8.8,-0.15,1.143,2.37,23.4,-0.009,0.687,8.0,0.099
30.61,7.62,9.17,1.49,-0.801,1.52,10.8,0.176,0.141,16.0,0.242
27.73,4.67,3.57,-0.93,-0.514,2.06,21.0,-0.39,0.178,18.5,0.181
25.96,4.91,3.05,0.29,0.1,1.8,20.6,-0.131,0.263,22.4,0.263
31.82,11.84,3.78,3.55,-1.29,1.59,14.0,-0.238,0.114,39.0,0.13
32.55,5.89,-8.84,1.55,-0.771,1.8,22.2,-0.091,0.645,19.4,0.358
28.66,5.32,-9.94,-4.69,-0.786,1.32,19.3,0.375,0.334,11.1,0.109
23.04,12.87,5.29,-3.66,1.171,2.06,6.2,-0.224,0.506,19.3,0.348
31.87,6.79,-8.94,-2.53,0.641,2.29,22.8,0.072,0.49,18.4,0.323
31.82,10.09,3.63,4.15,-0.081,1.27,15.3,-0.051,0.122,17.3,0.212
24.68,12.52,-9.05,1.31,-0.225,1.49,20.8,0.381,0.808,25.9,0.116
23.2,13.37,7.97,-4.96,-0.755,1.5,12.2,0.17,0.548,33.1,0.128
31.48,5.42,8.43,-3.14,-0.187,1.46,11.9,0.138,0.153,38.5,0.38
26.16,11.69,1.74,-1.54,1.176,1.56,22.7,0.477,0.294,24.1,0.063
27.77,3.4,3.6,4.93,0.846,2.36,15.6,0.283,0.147,45.4,0.132
30.56,3.06,-2.39,-2.78,-0.548,2.23,6.6,0.026,0.805,24.1,0.303
31.5,10.18,-2.51,2.58,-0.501,1.5,13.5,0.065,0.581,27.7,0.205
24.49,5.42,-2.95,4.76,1.479,2.46,15.1,-0.001,0.606,42.2,0.08
24.34,8.8,2.41,-2.04,-0.99,2.49,11.3,0.047,0.299,19.0,0.109
23.36,10.53,6.89,-2.08,0.048,1.86,21.0,-0.416,0.696,24.1,0.102
28.91,8.7,-6.18,-1.4,-0.227,1.32,9.0,0.317,0.422,8.5,0.076
27.88,10.36,4.02,1.92,-0.62,1.72,8.1,-0.402,0.75,14.6,0.192
23.72,4.73,-3.16,2.41,0.479,1.86,22.0,-0.316,0.438,19.4,0.237
28.46,2.9,7.88,-4.05,-0.505,1.44,10.3,0.086,0.318,27.2,0.254
24.05,13.84,-2.29,1.29,-0.024,2.23,10.5,-0.337,0.476,46.6,0.179
28.43,12.15,-0.12,4.5,0.877,2.28,8.7,-0.084,0.28,40.9,0.303
27.15,8.23,7.23,-2.69,-0.383,1.93,10.7,-0.247,0.246,30.3,0.387
31.5,5.93,0.3,1.42,1.456,1.37,13.3,0.35,0.47,21.4,0.228
25.23,13.23,5.29,2.13,0.652,1.55,24.2,0.386,0.192,39.9,0.065
22.97,1.91,-8.41,-0.91,0.23,2.14,13.3,0.197,0.677,12.7,0.088
30.65,11.45,-1.74,-4.28,0.765,2.23,15.9,0.345,0.077,33.3,0.152
32.06,10.89,6.09,0.74,0.884,2.22,20.8,-0.024,0.483,6.8,0.117
31.91,9.28,-6.13,-0.26,-0.217,1.51,14.5,-0.384,0.067,15.4,0.112
32.22,5.25,4.16,2.03,-0.186,2.29,19.9,0.063,0.316,38.4,0.208
32.23,12.81,1.2,-1.3,0.494,1.63,8.4,-0.147,0.536,28.2,0.114
29.25,7.26,-7.95,0.71,-1.046,2.2,9.3,0.497,0.483,32.0,0.287
24.41,3.44,8.82,-0.82,0.687,2.31,6.3,-0.08,0.748,12.7,0.238
30.1,2.4,2.92,4.29,-0.061,1.26,11.1,-0.211,0.276,13.5,0.335
30.62,13.0,-0.92,2.94,0.428,1.33,9.3,-0.406,0.187,6.3,0.071
31.35,3.78,-0.14,-2.24,0.842,2.05,5.7,0.446,0.635,45.7,0.093
27.2,6.74,-7.78,-2.08,0.017,1.98,14.4,-0.131,0.602,24.9,0.35
25.16,3.82,8.69,-1.65,0.673,1.96,9.9,-0.427,0.677,14.5,0.072
26.36,5.84,-8.52,-1.09,-0.701,2.4,13.8,-0.306,0.218,22.1,0.241
22.95,12.61,3.19,1.17,-1.011,2.27,16.7,-0.104,0.301,48.4,0.274
23.55,11.13,4.86,-0.67,0.282,2.02,23.1,-0.208,0.223,47.4,0.079
27.6,9.72,4.88,-1.07,0.403,1.28,11.5,0.449,0.259,6.6,0.325
26.29,3.87,-3.07,-4.39,-0.875,1.29,16.7,-0.186,0.108,26.6,0.164
27.3,8.55,4.23,1.86,-0.693,1.84,23.6,0.407,0.323,42.4,0.371
29.48,10.61,9.36,-2.26,0.54,1.48,11.3,-0.269,0.369,15.6,0.215
32.37,11.72,-7.5,-3.81,0.007,2.19,18.7,0.27,0.079,33.3,0.37
23.59,5.7,-6.91,-2.02,1.028,1.9,14.4,0.112,0.383,39.9,0.309
23.9,7.61,-8.24,-2.0,0.922,2.3,19.5,-0.144,0.822,29.6,0.13
30.59,7.64,-7.49,3.68,-1.495,2.08,16.1,-0.342,0.069,9.4,0.144
31.12,12.71,-0.88,2.53,-0.372,1.57,18.7,-0.446,0.426,45.6,0.175
22.9,8.69,-3.7,-0.03,-1.162,1.67,13.2,-0.052,0.561,40.3,0.347
28.5,2.69,2.22,-4.03,0.933,2.24,23.3,-0.361,0.159,36.8,0.105
28.88,7.54,-9.41,-1.66,0.278,1.47,6.4,-0.136,0.535,32.6,0.109
29.87,5.6,6.16,-3.02,1.497,1.78,14.4,-0.012,0.169,21.2,0.091
31.54,2.75,-2.33,-2.77,1.277,1.35,20.3,-0.23,0.329,44.7,0.145
23.07,12.98,-9.31,4.06,-0.641,1.78,21.3,0.363,0.436,19.5,0.337
30.66,10.95,-5.16,-3.68,-0.529,1.68,6.9,0.009,0.114,22.9,0.054
23.96,10.46,4.87,-1.77,-1.384,1.83,10.0,-0.385,0.657,49.8,0.348
32.63,12.04,-7.78,1.18,0.973,1.36,23.7,-0.164,0.476,9.3,0.247
27.86,5.84,7.09,0.71,1.161,2.37,11.9,0.449,0.065,20.2,0.186
31.24,7.54,-9.47,-1.86,-1.347,2.31,19.8,-0.367,0.202,9.0,0.303
29.26,6.98,-9.89,-4.42,-1.299,2.42,23.4,0.252,0.474,19.2,0.343
23.36,2.37,-9.45,-0.48,0.48,1.64,13.3,0.009,0.792,27.2,0.17
32.41,10.67,2.42,4.15,-0.455,1.66,16.3,0.093,0.621,28.5,0.186
24.08,4.43,-2.11,2.39,0.963,2.22,11.6,-0.452,0.847,41.5,0.052
27.05,10.84,-0.83,-2.82,-0.944,1.47,22.6,-0.293,0.538,49.4,0.053
32.44,6.43,-9.28,-3.08,0.767,2.05,20.7,0.127,0.376,48.7,0.226
30.43,9.64,-1.72,-0.62,0.505,2.04,18.3,0.075,0.623,24.6,0.271
24.27,11.08,2.67,-1.2,-0.473,1.79,19.6,-0.337,0.814,34.0,0.087
29.53,6.1,2.24,-1.62,-1.402,2.23,11.1,0.047,0.73,9.2,0.368
23.66,6.07,7.59,-4.08,0.116,1.61,18.7,-0.479,0.515,47.0,0.301
25.79,5.71,-2.07,-1.14,-0.95,2.42,9.4,0.182,0.568,35.5,0.057
26.0,13.77,9.88,2.59,-0.277,2.38,5.2,-0.091,0.339,23.0,0.236
24.43,9.15,-9.44,-2.2,0.014,1.86,19.3,0.091,0.518,27.3,0.1
24.41,1.95,2.16,-1.33,-0.057,2.1,10.4,-0.492,0.27,36.8,0.368
28.97,7.44,7.3,-2.51,0.877,1.53,6.2,-0.327,0.382,37.9,0.145
32.65,6.92,-8.99,1.19,-0.477,1.75,14.2,-0.139,0.215,44.3,0.254
32.38,2.57,5.77,-2.61,0.119,1.25,6.0,0.064,0.549,25.4,0.061
22.8,9.59,-0.42,0.45,-0.612,1.65,14.9,0.095,0.787,14.4,0.09
29.21,6.82,-7.88,2.31,-1.373,1.97,5.5,0.432,0.628,46.6,0.234
25.98,7.69,5.29,0.72,0.223,1.75,17.7,-0.18,0.366,38.8,0.293
28.5,4.03,3.66,-2.53,0.574,1.79,18.4,-0.298,0.375,44.7,0.321
31.0,11.41,0.49,-1.33,-0.441,2.23,19.5,-0.229,0.64,38.6,0.311
26.11,5.4,3.2,3.81,-0.058,1.47,15.7,-0.497,0.399,42.1,0.23
31.81,9.28,8.08,2.34,0.382,2.35,12.7,0.453,0.268,18.2,0.118
30.07,6.83,3.21,4.25,-0.321,1.76,21.1,0.361,0.765,33.6,0.122
29.84,7.64,6.5,4.87,1.368,1.62,20.0,-0.047,0.764,11.0,0.262
32.71,9.99,-2.35,3.34,0.42,1.44,24.2,-0.412,0.285,35.5,0.343
30.43,11.76,5.38,1.04,-0.964,1.84,13.4,-0.273,0.726,5.7,0.212
23.02,7.55,4.32,2.01,0.735,1.88,21.4,-0.024,0.585,13.1,0.205
32.38,2.03,-0.55,-4.37,-0.999,1.29,10.4,-0.078,0.654,6.8,0.298
31.66,10.26,-7.15,2.71,-0.132,1.53,21.0,0.212,0.231,17.9,0.187
29.8,8.49,-1.53,2.19,-1.012,2.48,17.6,0.183,0.475,26.2,0.333
31.21,7.81,-4.44,-2.51,1.041,2.1,9.0,0.243,0.274,47.5,0.327
30.87,6.9,-7.78,-4.47,-0.063,2.49,7.8,0.034,0.541,17.4,0.244
25.34,7.41,-7.34,4.63,0.849,2.28,22.1,-0.395,0.223,14.9,0.298
26.46,3.98,-4.61,-0.03,0.198,1.27,10.0,0.21,0.247,6.4,0.252
32.67,7.78,-0.29,-4.32,-1.329,2.41,5.5,0.324,0.535,44.2,0.345
30.4,10.68,7.58,4.31,-0.356,2.28,9.9,-0.049,0.068,25.9,0.318
32.1,9.98,-3.94,-2.61,-0.549,2.44,11.6,0.001,0.682,25.1,0.19
25.48,3.57,0.13,-3.53,1.137,2.12,6.0,0.435,0.312,13.5,0.137
23.85,6.83,7.85,3.44,-1.312,1.24,25.0,-0.366,0.343,27.5,0.172
23.08,13.13,7.82,-4.51,0.8,1.97,11.7,0.328,0.134,10.4,0.388
29.26,3.28,8.35,-1.7,-0.745,1.36,9.2,-0.045,0.194,21.2,0.238
26.1,7.97,-0.6,1.31,1.267,1.95,23.2,-0.348,0.143,46.6,0.139
23.29,3.2,-6.85,4.51,0.888,1.32,11.2,0.465,0.257,42.3,0.08
27.53,10.64,3.69,-3.1,-0.423,2.0,24.5,-0.12,0.074,20.5,0.378
23.87,8.85,-3.77,4.25,0.525,1.98,16.9,0.35,0.232,48.1,0.146
31.81,6.45,-6.62,3.83,0.123,1.32,5.9,-0.111,0.704,31.3,0.337
27.28,11.6,8.54,-4.83,-1.012,1.9,20.1,0.301,0.825,10.3,0.371
30.81,9.66,6.44,-0.4,0.774,2.2,11.2,0.247,0.071,35.8,0.264
24.81,10.1,6.21,3.71,0.043,1.91,11.5,0.305,0.506,27.4,0.136
32.39,10.99,-3.56,0.4,0.16,1.94,8.8,0.394,0.3,45.8,0.296
28.31,8.41,-9.94,0.9,-0.681,1.83,16.4,-0.325,0.778,48.8,0.388
32.19,8.42,2.61,-1.94,-1.38,2.43,22.7,-0.257,0.453,18.6,0.075
29.71,4.19,-1.65,1.4,0.252,1.36,23.3,-0.162,0.603,13.6,0.319
31.81,2.11,-7.25,-2.04,0.278,1.78,21.9,-0.002,0.478,11.3,0.27
23.75,2.77,3.29,-2.31,1.375,1.25,15.9,-0.261,0.179,49.6,0.261
29.94,2.89,-2.41,-4.63,1.43,2.18,14.6,-0.104,0.763,17.7,0.171
27.02,13.16,9.32,-2.08,-0.397,1.8,6.3,-0.171,0.136,5.1,0.1
29.48,6.15,-8.32,-0.77,0.319,2.19,9.6,0.12,0.77,6.9,0.184
22.92,5.63,-2.89,-2.42,0.022,1.47,22.5,-0.034,0.304,40.0,0.254
26.37,6.62,-3.85,-4.18,-0.823,1.58,11.8,-0.006,0.387,20.0,0.362
25.21,5.29,2.36,-3.17,-0.398,2.47,10.1,0.169,0.147,19.4,0.228
32.33,3.55,-1.32,-2.83,0.375,1.7,12.9,-0.355,0.256,41.8,0.334
23.41,3.36,6.81,-1.77,-1.178,2.23,11.7,0.381,0.478,33.5,0.393
30.42,3.07,-3.59,-1.52,1.142,1.37,22.3,0.133,0.484,39.3,0.071
31.43,13.28,0.16,-3.58,-0.559,1.53,18.6,0.016,0.108,11.9,0.321
29.85,10.2,9.03,2.54,-0.705,1.28,6.8,0.182,0.378,8.5,0.345
31.27,5.49,-5.42,3.53,-0.517,1.74,6.3,0.141,0.328,10.6,0.182
28.53,7.34,-8.68,3.46,0.47,2.2,8.6,0.272,0.683,15.9,0.082
23.26,3.29,-0.04,-2.47,-1.323,1.91,12.9,0.014,0.224,20.8,0.127
25.2,13.17,1.13,0.46,-0.343,1.51,5.6,0.207,0.16,27.7,0.167
28.38,4.04,-0.63,-3.87,-1.362,2.19,17.2,-0.135,0.292,49.5,0.167
27.12,3.28,-2.89,-1.37,-1.0,1.9,24.1,0.348,0.81,5.1,0.081
27.9,2.94,-0.78,1.49,-0.479,2.3,6.2,-0.404,0.533,24.8,0.203
23.74,8.57,-9.53,-1.09,1.159,1.4,9.1,0.387,0.168,41.7,0.356
31.93,8.37,4.35,3.54,0.911,1.64,9.2,-0.328,0.83,36.9,0.193
25.45,11.93,5.73,2.02,-0.693,1.53,18.2,-0.311,0.302,18.6,0.367
25.71,13.08,6.35,-0.58,0.585,1.37,16.4,-0.431,0.449,44.0,0.118
23.3,11.35,0.17,-0.03,-1.387,2.21,11.3,0.033,0.104,21.2,0.376
32.01,9.73,9.56,3.23,0.664,1.82,19.6,-0.445,0.318,6.6,0.052
26.67,7.42,-0.2,4.52,0.031,1.89,21.0,-0.223,0.185,20.6,0.311
28.05,4.13,-5.09,0.05,1.253,2.06,10.4,-0.392,0.704,29.5,0.12
31.63,10.13,-1.24,2.84,-0.293,2.15,25.0,-0.159,0.055,15.3,0.244
29.62,2.82,0.48,-1.98,-0.088,2.0,6.7,0.041,0.251,30.2,0.229
27.25,8.14,-8.23,0.53,-1.293,1.85,9.2,0.254,0.802,48.0,0.083
25.96,4.96,5.45,-4.35,-1.412,2.0,12.7,0.154,0.643,31.9,0.391
32.15,4.05,5.91,1.85,0.698,1.74,20.4,0.485,0.317,25.8,0.215
29.67,11.83,-7.59,-3.45,-0.862,1.95,24.9,0.061,0.821,36.1,0.229
26.86,12.88,-8.89,1.08,0.997,1.78,12.2,0.194,0.374,26.8,0.346
31.96,11.66,-1.86,-0.6,1.253,1.8,5.8,0.062,0.313,6.4,0.223
27.21,9.85,-9.91,-0.28,0.244,1.56,8.6,-0.411,0.548,22.2,0.225
25.57,13.02,-7.96,4.94,-0.857,2.49,20.6,0.326,0.742,16.0,0.252
31.43,12.57,-5.88,4.1,1.274,2.4,24.7,-0.426,0.817,44.7,0.058
24.35,8.13,-2.89,-4.31,1.008,2.35,7.4,0.202,0.764,40.5,0.355
30.11,10.56,3.64,1.86,-0.113,2.03,9.5,-0.153,0.215,35.2,0.052
24.13,12.47,8.43,3.46,-1.294,1.99,12.3,-0.156,0.322,42.1,0.073
30.72,11.79,-7.34,-3.29,-1.479,2.16,16.2,0.165,0.77,28.0,0.222
28.62,2.92,-5.16,-1.9,1.328,1.67,6.2,-0.022,0.522,25.1,0.29
27.06,9.66,-0.39,-3.06,-0.43,2.35,9.9,0.144,0.328,10.6,0.073
27.96,8.18,-2.46,1.29,0.533,1.98,6.5,0.112,0.555,28.1,0.234
24.16,8.37,-0.94,-2.7,0.386,2.14,8.9,0.175,0.052,5.6,0.339
26.11,11.62,-4.91,-0.31,-0.096,1.36,20.3,0.29,0.606,5.5,0.395
26.27,13.46,6.8,1.86,-0.326,2.17,10.7,-0.403,0.625,16.4,0.247
29.9,4.3,-5.15,-3.96,0.035,1.4,7.2,-0.316,0.497,37.5,0.185
29.29,9.29,-1.16,3.26,-0.524,1.61,13.9,0.256,0.634,49.9,0.216
29.69,7.48,-3.89,0.86,-0.482,2.04,21.8,0.318,0.518,46.6,0.31
24.24,6.39,-7.97,2.22,0.387,2.37,17.9,0.434,0.31,22.3,0.27
24.6,4.53,-1.96,-4.23,-0.156,2.03,18.3,0.0,0.72,24.7,0.073
31.05,1.92,-3.95,-4.6,-0.734,1.99,15.6,-0.086,0.621,45.5,0.313
25.67,10.95,1.34,-1.59,0.778,1.45,25.0,-0.478,0.817,25.7,0.376
28.45,2.11,8.62,-4.39,1.359,1.5,11.1,-0.087,0.668,17.2,0.344
27.17,11.61,-2.16,1.04,0.939,1.62,23.9,-0.5,0.132,8.6,0.276
32.6,13.23,7.34,2.98,0.609,2.13,21.0,-0.46,0.418,20.7,0.134
31.95,10.17,7.53,-0.68,-0.048,1.74,9.3,0.486,0.326,22.9,0.257
27.97,12.62,8.92,0.41,-1.053,2.41,5.3,-0.064,0.322,33.1,0.173
24.28,3.32,-4.18,0.23,-1.163,1.69,7.6,-0.472,0.328,22.4,0.201
29.14,7.73,9.22,2.33,0.92,1.42,13.3,-0.124,0.345,35.2,0.093
32.51,10.37,4.53,4.02,-0.165,2.01,23.2,0.361,0.057,24.9,0.08
23.53,13.48,-2.88,-3.27,-0.896,1.96,24.2,-0.349,0.714,25.5,0.313
27.53,2.51,8.55,4.59,-1.056,1.54,13.3,0.373,0.52,28.3,0.23
23.1,7.39,5.39,2.81,-1.169,1.29,16.4,0.276,0.819,43.3,0.199
29.15,13.54,-9.1,-2.86,-0.69,1.53,21.4,0.176,0.282,40.9,0.206
24.07,4.39,-2.53,1.53,-0.02,1.49,8.9,0.305,0.117,22.8,0.072
23.73,2.04,-1.66,-3.77,1.263,1.26,7.6,0.455,0.222,32.8,0.171
24.75,10.94,-3.36,-0.59,-0.925,2.09,9.9,-0.138,0.08,42.8,0.068
22.96,12.98,-1.38,1.17,-0.97,1.7,10.6,0.229,0.137,39.9,0.165
29.78,12.59,-9.47,-4.9,1.327,1.23,18.3,0.406,0.606,11.7,0.071
23.26,3.52,2.42,2.02,-0.837,2.34,12.6,0.076,0.843,49.2,0.183
28.96,6.06,-8.0,4.89,-0.716,1.67,20.4,0.104,0.814,47.2,0.306
26.19,6.98,-9.66,-2.71,0.506,1.61,10.2,-0.159,0.165,6.7,0.345
27.25,2.13,8.38,-1.67,0.279,1.2,22.1,0.002,0.202,18.2,0.339
28.7,11.18,2.52,4.22,-1.239,1.5,23.3,-0.254,0.478,43.4,0.102
27.06,10.55,7.58,-0.71,-0.531,1.3,18.0,-0.13,0.759,24.9,0.127
26.76,2.55,4.23,-3.94,0.942,1.97,11.9,0.349,0.571,49.5,0.356
32.65,10.73,-5.5,-1.08,-0.409,2.25,18.1,-0.23,0.436,45.2,0.398
26.8,10.95,-1.09,2.91,0.759,1.53,21.9,0.375,0.547,37.8,0.197
28.88,8.7,-7.62,-4.22,0.782,2.24,15.5,-0.034,0.592,46.6,0.32
24.39,12.02,-1.24,-3.4,-0.622,1.7,13.6,-0.194,0.449,43.6,0.331
23.33,7.51,-1.08,-1.71,0.791,2.3,17.3,-0.255,0.74,31.3,0.248
32.05,6.07,8.4,-3.59,-0.515,1.84,21.7,-0.229,0.772,12.0,0.226
23.38,9.57,3.52,4.99,0.62,1.38,9.4,0.494,0.62,40.7,0.101
28.66,3.24,2.78,1.93,-0.932,1.89,23.4,-0.27,0.203,40.4,0.197
23.34,8.3,-8.16,4.14,-0.083,1.83,20.7,-0.019,0.456,45.1,0.168
24.71,2.64,-5.58,4.48,0.236,2.09,23.5,0.419,0.83,5.8,0.296
32.46,13.58,-8.58,4.37,0.94,1.81,17.6,-0.398,0.491,7.5,0.197
25.77,3.23,-9.56,-3.74,0.601,1.25,12.0,-0.117,0.104,39.6,0.163
29.15,3.85,-8.98,-1.33,0.621,2.22,7.1,0.219,0.685,18.8,0.272
29.67,8.8,5.05,-2.79,0.213,2.08,8.6,0.441,0.369,39.0,0.145
25.8,5.18,1.85,4.3,-0.593,1.5,18.3,-0.037,0.588,19.2,0.186
26.81,10.38,-2.28,0.73,-0.35,1.83,15.4,0.032,0.829,14.6,0.383
25.84,5.42,-5.85,2.3,0.992,2.23,19.2,0.002,0.383,24.3,0.365
27.59,7.6,7.12,3.13,0.013,1.62,19.1,0.168,0.105,48.6,0.225
31.85,3.36,-4.12,1.48,-0.178,2.25,11.8,0.403,0.338,46.3,0.271
31.61,5.68,5.51,-3.18,-1.42,1.48,18.7,0.259,0.82,35.3,0.385
27.24,6.32,-4.54,-0.55,-1.379,1.6,5.1,0.413,0.728,39.6,0.114
25.81,12.39,4.12,2.88,-0.697,2.16,14.8,0.347,0.709,21.6,0.116
23.02,8.23,1.07,-1.38,0.405,1.95,15.8,0.001,0.548,31.3,0.138
27.51,12.56,8.51,-4.63,0.225,2.34,16.0,0.476,0.631,38.5,0.344
31.95,10.05,-1.72,-3.79,-1.041,2.3,11.1,0.302,0.336,6.4,0.126
30.35,7.65,7.66,-4.31,-0.51,1.46,18.0,-0.409,0.724,16.0,0.317
31.87,5.3,8.68,0.24,-1.483,1.8,13.2,-0.42,0.669,39.8,0.333
28.28,11.54,-2.12,-4.83,1.339,2.11,11.7,0.366,0.587,17.8,0.214
30.53,10.09,-5.74,0.66,-1.06,2.24,23.9,-0.419,0.181,21.5,0.32
31.3,12.51,5.82,1.99,-1.003,1.88,22.8,0.328,0.682,43.4,0.112
29.04,7.77,-5.85,5.0,0.349,2.34,11.5,0.314,0.283,45.9,0.328
28.45,1.85,2.56,-4.43,0.481,1.43,18.9,0.212,0.088,33.3,0.316
28.28,7.69,1.91,0.76,1.469,1.25,24.2,-0.006,0.533,38.6,0.053
29.87,5.54,-5.11,-2.56,-0.918,1.51,18.4,0.223,0.134,26.4,0.243
23.52,4.39,4.8,0.18,-0.494,2.22,15.8,-0.388,0.641,42.5,0.31
24.58,3.92,7.18,0.28,-1.225,2.21,17.5,-0.413,0.686,22.4,0.253
28.22,8.82,-0.48,-3.18,-0.097,1.76,13.0,-0.281,0.206,44.3,0.347
26.04,4.15,-9.19,-1.12,0.846,1.36,10.1,0.238,0.472,27.4,0.072
28.05,13.79,-7.44,-3.36,0.169,2.09,12.3,0.453,0.201,31.3,0.393
23.13,3.58,2.59,3.2,1.465,1.38,20.8,0.434,0.565,26.3,0.178
22.82,5.37,-0.1,4.27,0.367,1.29,5.3,-0.129,0.825,21.0,0.198
23.0,4.25,2.19,3.03,-0.181,1.6,23.8,-0.364,0.649,13.2,0.151
32.37,4.65,1.72,2.32,0.562,1.26,10.5,-0.193,0.55,11.4,0.348
31.94,13.44,6.88,-1.21,0.602,1.32,20.6,-0.492,0.655,34.4,0.228
27.6,7.24,-1.94,2.74,1.273,1.59,18.5,-0.047,0.353,19.4,0.195
23.27,11.3,4.76,-1.87,1.356,2.37,12.2,0.358,0.091,42.9,0.184
28.25,13.51,-4.25,1.68,-0.697,1.53,19.0,0.324,0.173,38.9,0.344
31.19,9.42,0.53,-1.47,-1.395,1.47,23.8,-0.175,0.371,21.5,0.31
30.34,6.73,-3.28,-3.53,-1.208,1.66,18.3,-0.055,0.409,12.1,0.35
27.72,10.02,-9.64,0.03,1.242,2.22,19.0,0.408,0.497,17.0,0.269
31.58,6.93,3.78,-3.76,0.858,2.16,5.7,-0.014,0.701,20.7,0.315
30.71,12.23,3.89,-1.96,-0.477,1.95,15.8,0.14,0.608,21.1,0.269
31.95,5.01,3.48,-4.88,1.402,1.45,8.6,-0.379,0.067,47.0,0.127
29.84,7.5,6.59,1.91,0.904,1.28,13.0,0.422,0.1,45.1,0.201
32.35,9.14,-3.27,-2.07,-0.37,1.79,5.4,-0.413,0.178,45.0,0.221
29.4,7.82,-3.88,2.66,0.16,1.31,8.1,0.334,0.403,16.5,0.055
32.29,8.45,6.64,-4.05,1.029,1.91,14.3,-0.216,0.646,37.0,0.114
31.6,11.6,-2.67,-3.94,1.312,1.8,5.5,0.494,0.646,23.4,0.308
32.18,7.95,-3.75,-0.04,0.679,2.41,23.8,-0.242,0.592,45.6,0.309
27.0,7.64,-1.9,-0.81,-0.068,1.83,8.7,-0.12,0.224,5.7,0.366
31.21,7.2,8.84,-2.15,-0.396,1.55,6.9,0.431,0.197,27.1,0.081
29.11,2.38,-3.6,-1.22,1.186,1.59,17.5,-0.148,0.087,7.8,0.171
30.98,8.39,5.9,3.06,-0.729,1.88,16.6,0.464,0.107,11.2,0.192
22.79,10.42,-2.38,4.22,-1.105,1.98,14.8,-0.097,0.743,24.9,0.282
31.31,11.63,-1.56,-1.9,0.409,2.4,5.9,0.202,0.182,9.9,0.28
25.64,10.1,7.91,-1.05,1.439,1.82,23.5,0.196,0.254,29.5,0.344
23.89,5.17,2.28,3.7,1.335,2.43,8.6,0.243,0.529,26.1,0.344
30.07,3.83,-9.92,-2.08,-1.438,1.27,18.3,-0.257,0.666,42.7,0.34
25.58,7.95,4.51,3.05,0.4,2.23,20.7,-0.377,0.742,21.2,0.299
30.83,8.54,-5.1,-2.02,-0.378,2.37,24.5,-0.076,0.53,9.3,0.055
